"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LVA","Latvia","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,512,,
"SVN","Slovenia","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,541,,
"AUT","Austria","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,440,,
"BEL","Belgium","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,440,,
"CZE","Czech Republic","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,439,,
"DNK","Denmark","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,462,,
"FIN","Finland","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,483,,
"FRA","France","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,443,,
"DEU","Germany","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,450,,
"GRC","Greece","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,417,,
"HUN","Hungary","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,420,,
"ISL","Iceland","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,437,,
"IRL","Ireland","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,482,,
"ITA","Italy","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,436,,
"LUX","Luxembourg","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,415,,
"NLD","Netherlands","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,448,,
"NOR","Norway","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,459,,
"POL","Poland","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,469,,
"PRT","Portugal","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,448,,
"SVK","Slovak Republic","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,404,,
"SWE","Sweden","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,460,,
"CHE","Switzerland","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,435,,
"GBR","United Kingdom","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,471,,
"EST","Estonia","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,497,,
"LVA","Latvia","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,447,,
"SVN","Slovenia","ES_STCS","Student skills","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,462,,
"AUT","Austria","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17,,
"BEL","Belgium","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19,,
"CZE","Czech Republic","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"DNK","Denmark","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19,,
"FIN","Finland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,20,,
"FRA","France","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17,,
"DEU","Germany","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"GRC","Greece","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19,,
"HUN","Hungary","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16,,
"ISL","Iceland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19,,
"IRL","Ireland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"ITA","Italy","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17,,
"LUX","Luxembourg","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,15,,
"NLD","Netherlands","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,19,,
"NOR","Norway","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"POL","Poland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"PRT","Portugal","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17,,
"SVK","Slovak Republic","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,16,,
"ESP","Spain","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"SWE","Sweden","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,20,,
"CHE","Switzerland","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17,,
"GBR","United Kingdom","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,17,,
"EST","Estonia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"LVA","Latvia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"SVN","Slovenia","ES_EDUEX","Years in education","L","Value","TOT","Total","YR","Years","0","Units",,,18,,
"AUT","Austria","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17,,
"BEL","Belgium","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,19,,
"CZE","Czech Republic","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17,,
"DNK","Denmark","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,19,,
"FIN","Finland","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,19,,
"FRA","France","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16,,
"DEU","Germany","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18,,
"GRC","Greece","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,19,,
"HUN","Hungary","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16,,
"ISL","Iceland","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18,,
"IRL","Ireland","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18,,
"ITA","Italy","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16,,
"LUX","Luxembourg","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,15,,
"NLD","Netherlands","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,19,,
"NOR","Norway","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18,,
"POL","Poland","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17,,
"PRT","Portugal","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17,,
"SVK","Slovak Republic","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,15,,
"ESP","Spain","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18,,
"SWE","Sweden","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,19,,
"CHE","Switzerland","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18,,
"GBR","United Kingdom","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,16,,
"EST","Estonia","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,17,,
"LVA","Latvia","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18,,
"SVN","Slovenia","ES_EDUEX","Years in education","L","Value","MN","Men","YR","Years","0","Units",,,18,,
"AUT","Austria","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17,,
"BEL","Belgium","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,20,,
"CZE","Czech Republic","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18,,
"DNK","Denmark","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,20,,
"FIN","Finland","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,20,,
"FRA","France","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17,,
"DEU","Germany","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18,,
"GRC","Greece","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,19,,
"HUN","Hungary","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17,,
"ISL","Iceland","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,20,,
"IRL","Ireland","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18,,
"ITA","Italy","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17,,
"LUX","Luxembourg","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,15,,
"NLD","Netherlands","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,19,,
"NOR","Norway","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,19,,
"POL","Poland","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18,,
"PRT","Portugal","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17,,
"SVK","Slovak Republic","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,16,,
"ESP","Spain","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18,,
"SWE","Sweden","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,20,,
"CHE","Switzerland","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17,,
"GBR","United Kingdom","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,17,,
"EST","Estonia","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,18,,
"LVA","Latvia","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,19,,
"SVN","Slovenia","ES_EDUEX","Years in education","L","Value","WMN","Women","YR","Years","0","Units",,,19,,
"AUT","Austria","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,12.2,,
"BEL","Belgium","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,12.8,,
"CZE","Czech Republic","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,17,,
"DNK","Denmark","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,10,,
"FIN","Finland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,5.5,,
"FRA","France","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,11.4,,
"DEU","Germany","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,12,,
"GRC","Greece","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,14.5,,
"HUN","Hungary","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,16.7,,
"ISL","Iceland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,6.4,,
"IRL","Ireland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.8,,
"ITA","Italy","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,15.9,,
"LUX","Luxembourg","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,10,,
"NLD","Netherlands","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,12.2,,
"NOR","Norway","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,6.7,,
"POL","Poland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,22.8,,
"PRT","Portugal","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,8.3,,
"SVK","Slovak Republic","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,18.5,,
"ESP","Spain","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,10,,
"SWE","Sweden","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,5.8,,
"CHE","Switzerland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,10.1,,
"GBR","United Kingdom","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,10.1,,
"EST","Estonia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,5.9,,
"LVA","Latvia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,12.7,,
"SVN","Slovenia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,17,,
"AUT","Austria","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"BEL","Belgium","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,79,,
"CZE","Czech Republic","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"DNK","Denmark","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"FIN","Finland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,97,,
"FRA","France","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,78,,
"DEU","Germany","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"GRC","Greece","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,67,,
"HUN","Hungary","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,81,,
"ISL","Iceland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,97,,
"IRL","Ireland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,80,,
"ITA","Italy","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,77,,
"LUX","Luxembourg","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"NLD","Netherlands","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"NOR","Norway","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,98,,
"POL","Poland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"PRT","Portugal","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"SVK","Slovak Republic","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,81,,
"ESP","Spain","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"SWE","Sweden","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,97,,
"CHE","Switzerland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,96,,
"GBR","United Kingdom","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"EST","Estonia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"LVA","Latvia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,83,,
"SVN","Slovenia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"AUT","Austria","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,91,,
"BEL","Belgium","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,81,,
"CZE","Czech Republic","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,93,,
"DNK","Denmark","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,93,,
"FIN","Finland","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,96,,
"FRA","France","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,78,,
"DEU","Germany","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,90,,
"GRC","Greece","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,69,,
"HUN","Hungary","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,83,,
"ISL","Iceland","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,98,,
"IRL","Ireland","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,79,,
"ITA","Italy","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,73,,
"LUX","Luxembourg","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,85,,
"NLD","Netherlands","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,95,,
"NOR","Norway","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,98,,
"POL","Poland","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,83,,
"PRT","Portugal","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,91,,
"SVK","Slovak Republic","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,83,,
"ESP","Spain","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,75,,
"SWE","Sweden","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,98,,
"CHE","Switzerland","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,96,,
"GBR","United Kingdom","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,80,,
"EST","Estonia","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,86,,
"LVA","Latvia","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,84,,
"SVN","Slovenia","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,95,,
"AUT","Austria","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,92,,
"BEL","Belgium","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,77,,
"CZE","Czech Republic","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,86,,
"DNK","Denmark","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,92,,
"FIN","Finland","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,97,,
"FRA","France","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,79,,
"DEU","Germany","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,92,,
"GRC","Greece","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,66,,
"HUN","Hungary","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,79,,
"ISL","Iceland","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,96,,
"IRL","Ireland","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,81,,
"ITA","Italy","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,82,,
"LUX","Luxembourg","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,85,,
"NLD","Netherlands","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,88,,
"NOR","Norway","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,98,,
"POL","Poland","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,82,,
"PRT","Portugal","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,88,,
"SVK","Slovak Republic","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,80,,
"ESP","Spain","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,77,,
"SWE","Sweden","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,97,,
"CHE","Switzerland","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,95,,
"GBR","United Kingdom","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,84,,
"EST","Estonia","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,86,,
"LVA","Latvia","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,83,,
"SVN","Slovenia","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,90,,
"AUT","Austria","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"BEL","Belgium","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"CZE","Czech Republic","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,62,,
"DNK","Denmark","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"FIN","Finland","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,69,,
"FRA","France","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,75,,
"DEU","Germany","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"GRC","Greece","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,58,,
"HUN","Hungary","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,70,,
"ISL","Iceland","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,81,,
"IRL","Ireland","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,63,,
"ITA","Italy","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,73,,
"LUX","Luxembourg","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"NLD","Netherlands","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,79,,
"NOR","Norway","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,78,,
"POL","Poland","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,68,,
"PRT","Portugal","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,49,,
"SVK","Slovak Republic","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,66,,
"ESP","Spain","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,72,,
"SWE","Sweden","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,87,,
"CHE","Switzerland","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,45,,
"GBR","United Kingdom","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,68,,
"EST","Estonia","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,64,,
"LVA","Latvia","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,55,,
"SVN","Slovenia","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,53,,
"AUT","Austria","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82,,
"BEL","Belgium","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.1,,
"CZE","Czech Republic","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,79.3,,
"DNK","Denmark","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.5,,
"FIN","Finland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.1,,
"FRA","France","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.9,,
"DEU","Germany","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.4,,
"GRC","Greece","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.7,,
"HUN","Hungary","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,76.4,,
"ISL","Iceland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.2,,
"IRL","Ireland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.8,,
"ITA","Italy","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.6,,
"LUX","Luxembourg","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.7,,
"NLD","Netherlands","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.2,,
"NOR","Norway","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83,,
"POL","Poland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78,,
"PRT","Portugal","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.8,,
"SVK","Slovak Republic","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,77.8,,
"ESP","Spain","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.9,,
"SWE","Sweden","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.2,,
"CHE","Switzerland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,84,,
"GBR","United Kingdom","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.3,,
"EST","Estonia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78.8,,
"LVA","Latvia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,75.5,,
"SVN","Slovenia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.6,,
